date,predicted_close,predicted_ret
2025-08-15,516.8110466444492,-0.010850086808204651
2025-08-18,509.66072425758756,-0.013835467398166656
2025-08-19,505.49518690654935,-0.008173157460987568
2025-08-20,504.69717758734396,-0.00157866848167032
2025-08-21,502.5822382425517,-0.0041905115358531475
