Date,Open,High,Low,Close,Volume
2023-01-03,238.23926029311136,240.8560876090647,232.67236512033801,234.8089599609375,25740000
2023-01-04,227.65432430054253,228.2325713228783,221.46018993339348,224.53765869140625,50623400
2023-01-05,222.67547694258565,223.01851293325473,217.34380812885354,217.8828582763672,39585600
2023-01-06,218.55911012079767,221.26414125690687,214.98180331379334,220.45066833496094,43613600
2023-01-09,221.9404207414047,226.63503997806498,221.9012238905733,222.59707641601562,27369800
2023-01-10,223.2243130221081,226.70362023833323,222.80288335065225,224.29261779785156,27033900
2023-01-11,226.6840340289095,231.2512373640301,226.5076257664419,231.0748291015625,28669300
2023-01-12,230.57499017345114,235.1225878893982,228.9088472303744,233.76026916503906,27269500
2023-01-13,232.28033992727597,234.60313854097345,230.2417596219311,234.46592712402344,21333300
2023-01-17,233.23103525723528,236.11249010259638,232.3685549076242,235.5636444091797,29831300
2023-01-18,236.75934831263203,237.5532154662232,230.82982587029858,231.11404418945312,30028700
2023-01-19,229.12444390420126,230.82979848155264,226.08617211757934,227.311279296875,28623000
2023-01-20,230.18297255574166,235.94588237031485,229.83993651252226,235.4362335205078,35389800
2023-01-23,236.29866863321726,240.2876096620942,234.8775324019876,237.7491912841797,31934000
2023-01-24,237.67080148298487,239.0919228720018,235.6518271703912,237.21995544433594,40234400
2023-01-25,229.81049029542936,238.4548533307445,226.3017817017581,235.81842041015625,66526600
2023-01-26,238.79790006917452,243.3651035032085,237.18076447517643,243.061279296875,33454500
2023-01-27,244.03155156466582,244.85481998958946,241.9145627963581,243.21807861328125,26498900
2023-01-30,239.64077517830026,240.7090800731922,237.37677935793346,237.8766326904297,25867400
2023-01-31,238.60185634491216,243.01224191489177,238.11181350380332,242.87503051757812,26541100
2023-02-01,243.06125249211797,250.09826060768097,240.5816368788138,247.71665954589844,31259900
2023-02-02,253.66585389177882,259.41895365843123,252.12711176503356,259.33074951171875,39940400
2023-02-03,254.37147415992763,258.9386775277901,251.98006244096368,253.20516967773438,29077300
2023-02-06,252.31328684712523,253.1561462653794,249.7062550702165,251.6566162109375,22518000
2023-02-07,255.3417486096492,263.4176459144894,254.90069804204686,262.23175048828125,50841400
2023-02-08,267.75946096567276,271.2485641308872,260.9086406689903,261.4183044433594,54686000
2023-02-09,268.3474431140304,268.5238812652101,257.56650079899157,258.37017822265625,42375100
2023-02-10,256.32182338936,258.8308405007959,255.46915357779656,257.8605651855469,25818500
2023-02-13,262.3101918765242,269.13158103404106,261.8299294701828,265.9169006347656,44630900
2023-02-14,267.23998181637864,269.49416696950243,263.9174769262478,266.74993896484375,37047900
2023-02-15,263.63528781822424,266.00321414410365,261.53263664657936,264.6178283691406,28922400
2023-02-16,259.41031333442197,262.08282450135516,257.32733242198594,257.5729675292969,29603600
2023-02-17,254.86122390687038,255.54898434486645,251.53039683731646,253.55442810058594,30000100
2023-02-21,250.03694110450442,251.02931675886796,247.19739921785944,248.258544921875,28397400
2023-02-22,249.65373089452532,249.89936603806962,245.96920374136064,247.1187744140625,22491100
2023-02-23,251.0980693615476,252.35572011024465,246.1067613934901,250.32186889648438,29219100
2023-02-24,245.5958445657205,246.61768014977395,243.76831852746525,244.86875915527344,24990900
2023-02-27,248.05222016040298,248.40593539561652,245.03581315561252,245.79237365722656,21190000
2023-02-28,244.72141211898165,247.09915874368357,244.38733689663675,245.06529235839844,22491000
2023-03-01,246.38187354348958,246.5489036451056,241.49864560005906,241.97027587890625,27565300
2023-03-02,242.245371353518,247.01068394203705,241.32178085393133,246.7257537841797,24808200
2023-03-03,247.78691211765954,251.15701912226012,247.00087665249143,250.83277893066406,30760100
2023-03-06,251.9528726190246,255.57844974197445,251.51073235845544,252.38519287109375,24109800
2023-03-07,251.8251332062513,253.19087897555727,248.96595157458177,249.71267700195312,21473200
2023-03-08,249.60461380322926,250.0958841157782,246.4310117820294,249.2705535888672,17340200
2023-03-09,251.35354977883682,255.02824211967837,247.18757213332034,247.91465759277344,26653400
2023-03-10,246.69628726753015,248.37642324072814,243.27705029353803,244.249755859375,28333900
2023-03-13,243.08054062729633,253.4070520212103,241.43969960963778,249.48670959472656,33339700
2023-03-14,252.2672832007519,256.511865522419,251.392822721387,256.23675537109375,33620300
2023-03-15,255.4408495887168,261.82736182874424,254.68427433311857,260.8055114746094,46028000
2023-03-16,260.57963347133153,271.7314773898984,258.6833369506078,271.3777770996094,54768800
2023-03-17,273.4017747809038,278.38323315935025,271.49564349381546,274.55133056640625,69527400
2023-03-20,272.14408779839806,272.63535806521134,265.13856899607947,267.4770202636719,43466600
2023-03-21,270.0808008005152,270.19870089061436,264.81436689289745,269.0,34558700
2023-03-22,268.62664714868635,276.1332732093792,267.42794618032104,267.5360412597656,34873300
2023-03-23,273.0873355091436,276.15285736950943,270.39518387262524,272.8122253417969,36610900
2023-03-24,272.3994800085413,275.7303062240344,270.4737092972773,275.6713562011719,28172000
2023-03-27,275.60262774915475,276.54585829331256,270.70956495396155,271.5545654296875,26840200
2023-03-28,270.9749030001552,271.31879823570057,267.30018046098104,270.4246826171875,21878600
2023-03-29,274.0895014430885,276.2314626149595,273.5491161384135,275.6124572753906,25087000
2023-03-30,279.26754783515247,279.4935130009522,276.56556096936856,279.0906677246094,25053400
2023-03-31,278.77626112609994,284.21951457614847,278.05899567842283,283.2664489746094,32766000
2023-04-03,281.5174930646761,283.23693893844955,278.9923867698922,282.2151184082031,24883300
2023-04-04,282.2151606481745,285.3789427288405,280.68239963863556,282.166015625,25824300
2023-04-05,280.8592256779027,282.1365164147506,277.98038902724386,279.3755798339844,22064800
2023-04-06,278.2653199230616,286.9804504038719,277.10592919060144,286.50885009765625,29770300
2023-04-10,284.1605222699036,284.54372744768915,279.7390901341014,284.33740234375,23103000
2023-04-11,280.76096892424965,280.98696405070535,276.72274155917825,277.8919372558594,27276600
2023-04-12,279.8177259533784,281.9989671295164,277.037119461826,278.5404052734375,27403400
2023-04-13,278.6386926187293,284.83852157200124,278.2260423471424,284.7795715332031,24222700
2023-04-14,281.98913551237405,283.4433063088322,278.7369287176148,281.1441650390625,20987900
2023-04-17,284.86802728978955,286.508883505856,281.1638595239184,283.75775146484375,23836200
2023-04-18,286.47934673739593,286.6660318350577,281.99896436302697,283.335205078125,20161800
2023-04-19,280.99680766230375,284.00337983189127,279.5721416256665,283.41387939453125,17150300
2023-04-20,280.269714510074,283.98371688946736,280.10266940979704,281.11468505859375,23244400
2023-04-21,280.03387709676457,281.271857735347,278.11791113062174,280.7707824707031,21676400
2023-04-24,277.1648535144223,279.9749350122071,273.85369673777154,276.8504333496094,26611000
2023-04-25,274.6299153265919,276.68342145250523,270.5621831072535,270.611328125,45772200
2023-04-26,291.5198391418934,294.33972616743455,287.61915134399425,290.2130432128906,64599200
2023-04-27,290.8026068068044,299.87146934222784,290.09517621917394,299.5079040527344,46462600
2023-04-28,298.70221989068983,303.53630353885956,298.0144293789497,301.8954772949219,36469600
2023-05-01,301.6104834742064,303.21202941946285,299.82225241970167,300.22509765625,21294100
2023-05-02,302.3867046786464,303.7818955393081,298.60391737135024,300.0777282714844,26404400
2023-05-03,301.26659903403873,303.2218452657529,298.78077247368105,299.0853576660156,22360800
2023-05-04,300.8932237762644,302.3867046786464,298.1028120701816,300.0777282714844,22519900
2023-05-05,300.38230891776885,306.52318757549443,298.9576130752729,305.2262268066406,28197100
2023-05-08,304.71530974445443,304.7840947802389,300.7458374723301,303.2611389160156,21318600
2023-05-09,302.62252479578075,304.6269161479535,300.9620286732827,301.6399841308594,21340800
2023-05-10,303.23169187465317,307.53522473722796,302.29829624410297,306.8572692871094,30078000
2023-05-11,304.68581266049245,305.6879931681305,300.91286076821495,304.69561767578125,31680200
2023-05-12,305.1279317592097,305.22619180341667,301.2469148834561,303.5755310058594,19774700
2023-05-15,303.7033066112777,304.48932710036144,302.2196607045156,304.0570068359375,16336500
2023-05-16,304.4205544655897,308.23281696097433,304.4205544655897,306.2972106933594,26730300
2023-05-17,307.5083603764243,309.61557800525054,305.9820752690315,309.1921691894531,24315000
2023-05-18,309.71404716104996,314.1550015459057,308.91645194585186,313.6429443359375,27276000
2023-05-19,311.89019080925425,313.8694240878351,311.52586091326384,313.4656982421875,27546700
